id,pop,ocean
GE-XC080,XC,Indian
GE-XC081,XC,Indian
GE-XC082,XC,Indian
GE-XC083,XC,Indian
GE-XC084,XC,Indian
GE-XC085,XC,Indian
GE-XC086,XC,Indian
GE-XC087,XC,Indian
GE-XC088,XC,Indian
GE-XC089,XC,Indian
GE-XC090,XC,Indian
GE-XC091,XC,Indian
GE-XC092,XC,Indian
GE-XC094,XC,Indian
GE-XC095,XC,Indian
GE-XC096,XC,Indian
GE-XC097,XC,Indian
GE-XC098,XC,Indian
GE-XC099,XC,Indian
GE-XC100,XC,Indian
GE-XC101,XC,Indian
GE-XC102,XC,Indian
GE-XC103,XC,Indian
GE-XC104,XC,Indian
GE-XC105,XC,Indian
GE-XC106,XC,Indian
GE-XC107,XC,Indian
GE-XC108,XC,Indian
GE-XC109,XC,Indian
GE-XC110,XC,Indian
GE-XC111,XC,Indian
GE-XC112,XC,Indian
GE-XC113,XC,Indian
GE-XC114,XC,Indian
GE-XC115,XC,Indian
